startTime,settlementDate,fuelType,actual_generation,cutoff_time,publishTime,forecast_generation,effective_horizon_hours,error_mw,abs_error_mw
2024-01-07 19:00:00+00:00,2024-01-07,WIND,4202,2024-01-07 15:00:00+00:00,2024-01-06 22:30:00+00:00,4545.0,20.5,343.0,343.0
2024-01-07 19:30:00+00:00,2024-01-07,WIND,4169,2024-01-07 15:30:00+00:00,,,,,
2024-01-07 20:00:00+00:00,2024-01-07,WIND,4032,2024-01-07 16:00:00+00:00,2024-01-06 22:30:00+00:00,4591.0,21.5,559.0,559.0
2024-01-07 20:30:00+00:00,2024-01-07,WIND,4017,2024-01-07 16:30:00+00:00,,,,,
2024-01-07 21:00:00+00:00,2024-01-07,WIND,3992,2024-01-07 17:00:00+00:00,2024-01-07 15:30:00+00:00,4467.0,5.5,475.0,475.0
2024-01-07 21:30:00+00:00,2024-01-07,WIND,4030,2024-01-07 17:30:00+00:00,,,,,
2024-01-07 22:00:00+00:00,2024-01-07,WIND,3994,2024-01-07 18:00:00+00:00,2024-01-07 15:30:00+00:00,4342.0,6.5,348.0,348.0
2024-01-07 22:30:00+00:00,2024-01-07,WIND,4100,2024-01-07 18:30:00+00:00,,,,,
2024-01-07 23:00:00+00:00,2024-01-07,WIND,4242,2024-01-07 19:00:00+00:00,2024-01-07 18:30:00+00:00,4252.0,4.5,10.0,10.0
2024-01-07 23:30:00+00:00,2024-01-07,WIND,4275,2024-01-07 19:30:00+00:00,,,,,
2024-01-08 00:00:00+00:00,2024-01-08,WIND,4629,2024-01-07 20:00:00+00:00,2024-01-07 18:30:00+00:00,4593.0,5.5,-36.0,36.0
2024-01-08 00:30:00+00:00,2024-01-08,WIND,4730,2024-01-07 20:30:00+00:00,,,,,
2024-01-08 01:00:00+00:00,2024-01-08,WIND,5033,2024-01-07 21:00:00+00:00,2024-01-07 18:30:00+00:00,4819.0,6.5,-214.0,214.0
2024-01-08 01:30:00+00:00,2024-01-08,WIND,5215,2024-01-07 21:30:00+00:00,,,,,
2024-01-08 02:00:00+00:00,2024-01-08,WIND,5342,2024-01-07 22:00:00+00:00,2024-01-07 18:30:00+00:00,5105.0,7.5,-237.0,237.0
2024-01-08 02:30:00+00:00,2024-01-08,WIND,6043,2024-01-07 22:30:00+00:00,,,,,
2024-01-08 03:00:00+00:00,2024-01-08,WIND,6274,2024-01-07 23:00:00+00:00,2024-01-07 22:30:00+00:00,5479.0,4.5,-795.0,795.0
2024-01-08 03:30:00+00:00,2024-01-08,WIND,6533,2024-01-07 23:30:00+00:00,,,,,
2024-01-08 04:00:00+00:00,2024-01-08,WIND,6980,2024-01-08 00:00:00+00:00,2024-01-07 22:30:00+00:00,5772.0,5.5,-1208.0,1208.0
2024-01-08 04:30:00+00:00,2024-01-08,WIND,6945,2024-01-08 00:30:00+00:00,,,,,
2024-01-08 05:00:00+00:00,2024-01-08,WIND,7381,2024-01-08 01:00:00+00:00,2024-01-07 22:30:00+00:00,6485.0,6.5,-896.0,896.0
2024-01-08 05:30:00+00:00,2024-01-08,WIND,7292,2024-01-08 01:30:00+00:00,,,,,
2024-01-08 06:00:00+00:00,2024-01-08,WIND,7472,2024-01-08 02:00:00+00:00,2024-01-07 22:30:00+00:00,6950.0,7.5,-522.0,522.0
2024-01-08 06:30:00+00:00,2024-01-08,WIND,7502,2024-01-08 02:30:00+00:00,,,,,
2024-01-08 07:00:00+00:00,2024-01-08,WIND,7640,2024-01-08 03:00:00+00:00,2024-01-07 22:30:00+00:00,7285.0,8.5,-355.0,355.0
2024-01-08 07:30:00+00:00,2024-01-08,WIND,8031,2024-01-08 03:30:00+00:00,,,,,
2024-01-08 08:00:00+00:00,2024-01-08,WIND,8230,2024-01-08 04:00:00+00:00,2024-01-07 22:30:00+00:00,7963.0,9.5,-267.0,267.0
2024-01-08 08:30:00+00:00,2024-01-08,WIND,8551,2024-01-08 04:30:00+00:00,,,,,
2024-01-08 09:00:00+00:00,2024-01-08,WIND,8833,2024-01-08 05:00:00+00:00,2024-01-07 22:30:00+00:00,8404.0,10.5,-429.0,429.0
2024-01-08 09:30:00+00:00,2024-01-08,WIND,9199,2024-01-08 05:30:00+00:00,,,,,
2024-01-08 10:00:00+00:00,2024-01-08,WIND,9334,2024-01-08 06:00:00+00:00,2024-01-07 22:30:00+00:00,8785.0,11.5,-549.0,549.0
2024-01-08 10:30:00+00:00,2024-01-08,WIND,9545,2024-01-08 06:30:00+00:00,,,,,
2024-01-08 11:00:00+00:00,2024-01-08,WIND,9777,2024-01-08 07:00:00+00:00,2024-01-07 22:30:00+00:00,8648.0,12.5,-1129.0,1129.0
2024-01-08 11:30:00+00:00,2024-01-08,WIND,9986,2024-01-08 07:30:00+00:00,,,,,
2024-01-08 12:00:00+00:00,2024-01-08,WIND,10111,2024-01-08 08:00:00+00:00,2024-01-07 22:30:00+00:00,8523.0,13.5,-1588.0,1588.0
2024-01-08 12:30:00+00:00,2024-01-08,WIND,10163,2024-01-08 08:30:00+00:00,,,,,
2024-01-08 13:00:00+00:00,2024-01-08,WIND,10469,2024-01-08 09:00:00+00:00,2024-01-07 22:30:00+00:00,8343.0,14.5,-2126.0,2126.0
2024-01-08 13:30:00+00:00,2024-01-08,WIND,10499,2024-01-08 09:30:00+00:00,,,,,
2024-01-08 14:00:00+00:00,2024-01-08,WIND,10377,2024-01-08 10:00:00+00:00,2024-01-07 22:30:00+00:00,8453.0,15.5,-1924.0,1924.0
2024-01-08 14:30:00+00:00,2024-01-08,WIND,10226,2024-01-08 10:30:00+00:00,,,,,
2024-01-08 15:00:00+00:00,2024-01-08,WIND,10317,2024-01-08 11:00:00+00:00,2024-01-07 22:30:00+00:00,8635.0,16.5,-1682.0,1682.0
2024-01-08 15:30:00+00:00,2024-01-08,WIND,10616,2024-01-08 11:30:00+00:00,,,,,
2024-01-08 16:00:00+00:00,2024-01-08,WIND,10769,2024-01-08 12:00:00+00:00,2024-01-07 22:30:00+00:00,8913.0,17.5,-1856.0,1856.0
2024-01-08 16:30:00+00:00,2024-01-08,WIND,10783,2024-01-08 12:30:00+00:00,,,,,
2024-01-08 17:00:00+00:00,2024-01-08,WIND,10919,2024-01-08 13:00:00+00:00,2024-01-07 22:30:00+00:00,9307.0,18.5,-1612.0,1612.0
2024-01-08 17:30:00+00:00,2024-01-08,WIND,11535,2024-01-08 13:30:00+00:00,,,,,
2024-01-08 18:00:00+00:00,2024-01-08,WIND,11362,2024-01-08 14:00:00+00:00,2024-01-07 22:30:00+00:00,9573.0,19.5,-1789.0,1789.0
2024-01-08 18:30:00+00:00,2024-01-08,WIND,11439,2024-01-08 14:30:00+00:00,,,,,
2024-01-08 19:00:00+00:00,2024-01-08,WIND,11412,2024-01-08 15:00:00+00:00,2024-01-07 22:30:00+00:00,9627.0,20.5,-1785.0,1785.0
2024-01-08 19:30:00+00:00,2024-01-08,WIND,11371,2024-01-08 15:30:00+00:00,,,,,
2024-01-08 20:00:00+00:00,2024-01-08,WIND,11536,2024-01-08 16:00:00+00:00,2024-01-07 22:30:00+00:00,9492.0,21.5,-2044.0,2044.0
2024-01-08 20:30:00+00:00,2024-01-08,WIND,11592,2024-01-08 16:30:00+00:00,,,,,
2024-01-08 21:00:00+00:00,2024-01-08,WIND,11660,2024-01-08 17:00:00+00:00,2024-01-08 15:30:00+00:00,9821.0,5.5,-1839.0,1839.0
2024-01-08 21:30:00+00:00,2024-01-08,WIND,11738,2024-01-08 17:30:00+00:00,,,,,
2024-01-08 22:00:00+00:00,2024-01-08,WIND,11616,2024-01-08 18:00:00+00:00,2024-01-08 15:30:00+00:00,9615.0,6.5,-2001.0,2001.0
2024-01-08 22:30:00+00:00,2024-01-08,WIND,11782,2024-01-08 18:30:00+00:00,,,,,
2024-01-08 23:00:00+00:00,2024-01-08,WIND,11895,2024-01-08 19:00:00+00:00,2024-01-08 18:30:00+00:00,9941.0,4.5,-1954.0,1954.0
2024-01-08 23:30:00+00:00,2024-01-08,WIND,11909,2024-01-08 19:30:00+00:00,,,,,
2024-01-09 00:00:00+00:00,2024-01-09,WIND,11819,2024-01-08 20:00:00+00:00,2024-01-08 18:30:00+00:00,9829.0,5.5,-1990.0,1990.0
2024-01-09 00:30:00+00:00,2024-01-09,WIND,11652,2024-01-08 20:30:00+00:00,,,,,
2024-01-09 01:00:00+00:00,2024-01-09,WIND,11440,2024-01-08 21:00:00+00:00,2024-01-08 18:30:00+00:00,9604.0,6.5,-1836.0,1836.0
2024-01-09 01:30:00+00:00,2024-01-09,WIND,11277,2024-01-08 21:30:00+00:00,,,,,
2024-01-09 02:00:00+00:00,2024-01-09,WIND,11298,2024-01-08 22:00:00+00:00,2024-01-08 18:30:00+00:00,9349.0,7.5,-1949.0,1949.0
2024-01-09 02:30:00+00:00,2024-01-09,WIND,11381,2024-01-08 22:30:00+00:00,,,,,
2024-01-09 03:00:00+00:00,2024-01-09,WIND,11356,2024-01-08 23:00:00+00:00,2024-01-08 22:30:00+00:00,9084.0,4.5,-2272.0,2272.0
2024-01-09 03:30:00+00:00,2024-01-09,WIND,11480,2024-01-08 23:30:00+00:00,,,,,
2024-01-09 04:00:00+00:00,2024-01-09,WIND,11574,2024-01-09 00:00:00+00:00,2024-01-08 22:30:00+00:00,8813.0,5.5,-2761.0,2761.0
2024-01-09 04:30:00+00:00,2024-01-09,WIND,11558,2024-01-09 00:30:00+00:00,,,,,
2024-01-09 05:00:00+00:00,2024-01-09,WIND,11483,2024-01-09 01:00:00+00:00,2024-01-08 22:30:00+00:00,8865.0,6.5,-2618.0,2618.0
2024-01-09 05:30:00+00:00,2024-01-09,WIND,11558,2024-01-09 01:30:00+00:00,,,,,
2024-01-09 06:00:00+00:00,2024-01-09,WIND,11659,2024-01-09 02:00:00+00:00,2024-01-08 22:30:00+00:00,9049.0,7.5,-2610.0,2610.0
2024-01-09 06:30:00+00:00,2024-01-09,WIND,11944,2024-01-09 02:30:00+00:00,,,,,
2024-01-09 07:00:00+00:00,2024-01-09,WIND,12192,2024-01-09 03:00:00+00:00,2024-01-08 22:30:00+00:00,9181.0,8.5,-3011.0,3011.0
2024-01-09 07:30:00+00:00,2024-01-09,WIND,12320,2024-01-09 03:30:00+00:00,,,,,
2024-01-09 08:00:00+00:00,2024-01-09,WIND,12298,2024-01-09 04:00:00+00:00,2024-01-08 22:30:00+00:00,9330.0,9.5,-2968.0,2968.0
2024-01-09 08:30:00+00:00,2024-01-09,WIND,12385,2024-01-09 04:30:00+00:00,,,,,
2024-01-09 09:00:00+00:00,2024-01-09,WIND,12411,2024-01-09 05:00:00+00:00,2024-01-08 22:30:00+00:00,9425.0,10.5,-2986.0,2986.0
2024-01-09 09:30:00+00:00,2024-01-09,WIND,12380,2024-01-09 05:30:00+00:00,,,,,
2024-01-09 10:00:00+00:00,2024-01-09,WIND,12481,2024-01-09 06:00:00+00:00,2024-01-08 22:30:00+00:00,9495.0,11.5,-2986.0,2986.0
2024-01-09 10:30:00+00:00,2024-01-09,WIND,12374,2024-01-09 06:30:00+00:00,,,,,
2024-01-09 11:00:00+00:00,2024-01-09,WIND,12275,2024-01-09 07:00:00+00:00,2024-01-08 22:30:00+00:00,9371.0,12.5,-2904.0,2904.0
2024-01-09 11:30:00+00:00,2024-01-09,WIND,12042,2024-01-09 07:30:00+00:00,,,,,
2024-01-09 12:00:00+00:00,2024-01-09,WIND,11866,2024-01-09 08:00:00+00:00,2024-01-08 22:30:00+00:00,9182.0,13.5,-2684.0,2684.0
2024-01-09 12:30:00+00:00,2024-01-09,WIND,11886,2024-01-09 08:30:00+00:00,,,,,
2024-01-09 13:00:00+00:00,2024-01-09,WIND,11806,2024-01-09 09:00:00+00:00,2024-01-08 22:30:00+00:00,9130.0,14.5,-2676.0,2676.0
2024-01-09 13:30:00+00:00,2024-01-09,WIND,11550,2024-01-09 09:30:00+00:00,,,,,
2024-01-09 14:00:00+00:00,2024-01-09,WIND,11493,2024-01-09 10:00:00+00:00,2024-01-08 22:30:00+00:00,9037.0,15.5,-2456.0,2456.0
2024-01-09 14:30:00+00:00,2024-01-09,WIND,11161,2024-01-09 10:30:00+00:00,,,,,
2024-01-09 15:00:00+00:00,2024-01-09,WIND,10939,2024-01-09 11:00:00+00:00,2024-01-08 22:30:00+00:00,8963.0,16.5,-1976.0,1976.0
2024-01-09 15:30:00+00:00,2024-01-09,WIND,11024,2024-01-09 11:30:00+00:00,,,,,
2024-01-09 16:00:00+00:00,2024-01-09,WIND,11052,2024-01-09 12:00:00+00:00,2024-01-08 22:30:00+00:00,9115.0,17.5,-1937.0,1937.0
2024-01-09 16:30:00+00:00,2024-01-09,WIND,11000,2024-01-09 12:30:00+00:00,,,,,
2024-01-09 17:00:00+00:00,2024-01-09,WIND,11135,2024-01-09 13:00:00+00:00,2024-01-08 22:30:00+00:00,9363.0,18.5,-1772.0,1772.0
2024-01-09 17:30:00+00:00,2024-01-09,WIND,11313,2024-01-09 13:30:00+00:00,,,,,
2024-01-09 18:00:00+00:00,2024-01-09,WIND,11240,2024-01-09 14:00:00+00:00,2024-01-08 22:30:00+00:00,9325.0,19.5,-1915.0,1915.0
2024-01-09 18:30:00+00:00,2024-01-09,WIND,11395,2024-01-09 14:30:00+00:00,,,,,
2024-01-09 19:00:00+00:00,2024-01-09,WIND,11476,2024-01-09 15:00:00+00:00,2024-01-08 22:30:00+00:00,9033.0,20.5,-2443.0,2443.0
2024-01-09 19:30:00+00:00,2024-01-09,WIND,11504,2024-01-09 15:30:00+00:00,,,,,
2024-01-09 20:00:00+00:00,2024-01-09,WIND,11428,2024-01-09 16:00:00+00:00,2024-01-08 22:30:00+00:00,8697.0,21.5,-2731.0,2731.0
2024-01-09 20:30:00+00:00,2024-01-09,WIND,11228,2024-01-09 16:30:00+00:00,,,,,
2024-01-09 21:00:00+00:00,2024-01-09,WIND,11128,2024-01-09 17:00:00+00:00,2024-01-09 15:30:00+00:00,8963.0,5.5,-2165.0,2165.0
2024-01-09 21:30:00+00:00,2024-01-09,WIND,10915,2024-01-09 17:30:00+00:00,,,,,
2024-01-09 22:00:00+00:00,2024-01-09,WIND,11005,2024-01-09 18:00:00+00:00,2024-01-09 15:30:00+00:00,8476.0,6.5,-2529.0,2529.0
2024-01-09 22:30:00+00:00,2024-01-09,WIND,10866,2024-01-09 18:30:00+00:00,,,,,
2024-01-09 23:00:00+00:00,2024-01-09,WIND,10685,2024-01-09 19:00:00+00:00,2024-01-09 18:30:00+00:00,7972.0,4.5,-2713.0,2713.0
2024-01-09 23:30:00+00:00,2024-01-09,WIND,10364,2024-01-09 19:30:00+00:00,,,,,
2024-01-10 00:00:00+00:00,2024-01-10,WIND,10003,2024-01-09 20:00:00+00:00,2024-01-09 18:30:00+00:00,7642.0,5.5,-2361.0,2361.0
2024-01-10 00:30:00+00:00,2024-01-10,WIND,9663,2024-01-09 20:30:00+00:00,,,,,
2024-01-10 01:00:00+00:00,2024-01-10,WIND,9662,2024-01-09 21:00:00+00:00,2024-01-09 18:30:00+00:00,7474.0,6.5,-2188.0,2188.0
2024-01-10 01:30:00+00:00,2024-01-10,WIND,9498,2024-01-09 21:30:00+00:00,,,,,
2024-01-10 02:00:00+00:00,2024-01-10,WIND,8765,2024-01-09 22:00:00+00:00,2024-01-09 18:30:00+00:00,7207.0,7.5,-1558.0,1558.0
2024-01-10 02:30:00+00:00,2024-01-10,WIND,8269,2024-01-09 22:30:00+00:00,,,,,
2024-01-10 03:00:00+00:00,2024-01-10,WIND,7933,2024-01-09 23:00:00+00:00,2024-01-09 22:30:00+00:00,6887.0,4.5,-1046.0,1046.0
2024-01-10 03:30:00+00:00,2024-01-10,WIND,7910,2024-01-09 23:30:00+00:00,,,,,
2024-01-10 04:00:00+00:00,2024-01-10,WIND,7728,2024-01-10 00:00:00+00:00,2024-01-09 22:30:00+00:00,6723.0,5.5,-1005.0,1005.0
2024-01-10 04:30:00+00:00,2024-01-10,WIND,7581,2024-01-10 00:30:00+00:00,,,,,
2024-01-10 05:00:00+00:00,2024-01-10,WIND,7538,2024-01-10 01:00:00+00:00,2024-01-09 22:30:00+00:00,6735.0,6.5,-803.0,803.0
2024-01-10 05:30:00+00:00,2024-01-10,WIND,7423,2024-01-10 01:30:00+00:00,,,,,
2024-01-10 06:00:00+00:00,2024-01-10,WIND,7277,2024-01-10 02:00:00+00:00,2024-01-09 22:30:00+00:00,6844.0,7.5,-433.0,433.0
2024-01-10 06:30:00+00:00,2024-01-10,WIND,7070,2024-01-10 02:30:00+00:00,,,,,
2024-01-10 07:00:00+00:00,2024-01-10,WIND,6908,2024-01-10 03:00:00+00:00,2024-01-09 22:30:00+00:00,6720.0,8.5,-188.0,188.0
2024-01-10 07:30:00+00:00,2024-01-10,WIND,6740,2024-01-10 03:30:00+00:00,,,,,
2024-01-10 08:00:00+00:00,2024-01-10,WIND,6625,2024-01-10 04:00:00+00:00,2024-01-09 22:30:00+00:00,6617.0,9.5,-8.0,8.0
2024-01-10 08:30:00+00:00,2024-01-10,WIND,6547,2024-01-10 04:30:00+00:00,,,,,
2024-01-10 09:00:00+00:00,2024-01-10,WIND,6420,2024-01-10 05:00:00+00:00,2024-01-09 22:30:00+00:00,6505.0,10.5,85.0,85.0
2024-01-10 09:30:00+00:00,2024-01-10,WIND,6497,2024-01-10 05:30:00+00:00,,,,,
2024-01-10 10:00:00+00:00,2024-01-10,WIND,6564,2024-01-10 06:00:00+00:00,2024-01-09 22:30:00+00:00,6350.0,11.5,-214.0,214.0
2024-01-10 10:30:00+00:00,2024-01-10,WIND,6734,2024-01-10 06:30:00+00:00,,,,,
2024-01-10 11:00:00+00:00,2024-01-10,WIND,6752,2024-01-10 07:00:00+00:00,2024-01-09 22:30:00+00:00,6263.0,12.5,-489.0,489.0
2024-01-10 11:30:00+00:00,2024-01-10,WIND,6771,2024-01-10 07:30:00+00:00,,,,,
2024-01-10 12:00:00+00:00,2024-01-10,WIND,6774,2024-01-10 08:00:00+00:00,2024-01-09 22:30:00+00:00,6348.0,13.5,-426.0,426.0
2024-01-10 12:30:00+00:00,2024-01-10,WIND,6969,2024-01-10 08:30:00+00:00,,,,,
2024-01-10 13:00:00+00:00,2024-01-10,WIND,7172,2024-01-10 09:00:00+00:00,2024-01-09 22:30:00+00:00,6531.0,14.5,-641.0,641.0
2024-01-10 13:30:00+00:00,2024-01-10,WIND,7338,2024-01-10 09:30:00+00:00,,,,,
2024-01-10 14:00:00+00:00,2024-01-10,WIND,7684,2024-01-10 10:00:00+00:00,2024-01-09 22:30:00+00:00,6811.0,15.5,-873.0,873.0
2024-01-10 14:30:00+00:00,2024-01-10,WIND,7899,2024-01-10 10:30:00+00:00,,,,,
2024-01-10 15:00:00+00:00,2024-01-10,WIND,8027,2024-01-10 11:00:00+00:00,2024-01-09 22:30:00+00:00,7106.0,16.5,-921.0,921.0
2024-01-10 15:30:00+00:00,2024-01-10,WIND,8042,2024-01-10 11:30:00+00:00,,,,,
2024-01-10 16:00:00+00:00,2024-01-10,WIND,6983,2024-01-10 12:00:00+00:00,2024-01-09 22:30:00+00:00,7446.0,17.5,463.0,463.0
2024-01-10 16:30:00+00:00,2024-01-10,WIND,8777,2024-01-10 12:30:00+00:00,,,,,
2024-01-10 17:00:00+00:00,2024-01-10,WIND,8970,2024-01-10 13:00:00+00:00,2024-01-09 22:30:00+00:00,7590.0,18.5,-1380.0,1380.0
2024-01-10 17:30:00+00:00,2024-01-10,WIND,9026,2024-01-10 13:30:00+00:00,,,,,
2024-01-10 18:00:00+00:00,2024-01-10,WIND,8944,2024-01-10 14:00:00+00:00,2024-01-09 22:30:00+00:00,7625.0,19.5,-1319.0,1319.0
2024-01-10 18:30:00+00:00,2024-01-10,WIND,8926,2024-01-10 14:30:00+00:00,,,,,
2024-01-10 19:00:00+00:00,2024-01-10,WIND,8831,2024-01-10 15:00:00+00:00,2024-01-09 22:30:00+00:00,7257.0,20.5,-1574.0,1574.0
2024-01-10 19:30:00+00:00,2024-01-10,WIND,8987,2024-01-10 15:30:00+00:00,,,,,
2024-01-10 20:00:00+00:00,2024-01-10,WIND,8785,2024-01-10 16:00:00+00:00,2024-01-09 22:30:00+00:00,6790.0,21.5,-1995.0,1995.0
2024-01-10 20:30:00+00:00,2024-01-10,WIND,8520,2024-01-10 16:30:00+00:00,,,,,
2024-01-10 21:00:00+00:00,2024-01-10,WIND,8234,2024-01-10 17:00:00+00:00,2024-01-10 15:30:00+00:00,6695.0,5.5,-1539.0,1539.0
2024-01-10 21:30:00+00:00,2024-01-10,WIND,7743,2024-01-10 17:30:00+00:00,,,,,
2024-01-10 22:00:00+00:00,2024-01-10,WIND,6978,2024-01-10 18:00:00+00:00,2024-01-10 15:30:00+00:00,5980.0,6.5,-998.0,998.0
2024-01-10 22:30:00+00:00,2024-01-10,WIND,6800,2024-01-10 18:30:00+00:00,,,,,
2024-01-10 23:00:00+00:00,2024-01-10,WIND,6690,2024-01-10 19:00:00+00:00,2024-01-10 18:30:00+00:00,5461.0,4.5,-1229.0,1229.0
2024-01-10 23:30:00+00:00,2024-01-10,WIND,6737,2024-01-10 19:30:00+00:00,,,,,
2024-01-11 00:00:00+00:00,2024-01-11,WIND,6538,2024-01-10 20:00:00+00:00,2024-01-10 18:30:00+00:00,5043.0,5.5,-1495.0,1495.0
2024-01-11 00:30:00+00:00,2024-01-11,WIND,6372,2024-01-10 20:30:00+00:00,,,,,
2024-01-11 01:00:00+00:00,2024-01-11,WIND,6143,2024-01-10 21:00:00+00:00,2024-01-10 18:30:00+00:00,4689.0,6.5,-1454.0,1454.0
2024-01-11 01:30:00+00:00,2024-01-11,WIND,5994,2024-01-10 21:30:00+00:00,,,,,
2024-01-11 02:00:00+00:00,2024-01-11,WIND,5824,2024-01-10 22:00:00+00:00,2024-01-10 18:30:00+00:00,4484.0,7.5,-1340.0,1340.0
2024-01-11 02:30:00+00:00,2024-01-11,WIND,5568,2024-01-10 22:30:00+00:00,,,,,
2024-01-11 03:00:00+00:00,2024-01-11,WIND,5469,2024-01-10 23:00:00+00:00,2024-01-10 22:30:00+00:00,4290.0,4.5,-1179.0,1179.0
2024-01-11 03:30:00+00:00,2024-01-11,WIND,5521,2024-01-10 23:30:00+00:00,,,,,
2024-01-11 04:00:00+00:00,2024-01-11,WIND,5671,2024-01-11 00:00:00+00:00,2024-01-10 22:30:00+00:00,4274.0,5.5,-1397.0,1397.0
2024-01-11 04:30:00+00:00,2024-01-11,WIND,5683,2024-01-11 00:30:00+00:00,,,,,
2024-01-11 05:00:00+00:00,2024-01-11,WIND,5605,2024-01-11 01:00:00+00:00,2024-01-10 22:30:00+00:00,4384.0,6.5,-1221.0,1221.0
2024-01-11 05:30:00+00:00,2024-01-11,WIND,6155,2024-01-11 01:30:00+00:00,,,,,
2024-01-11 06:00:00+00:00,2024-01-11,WIND,6036,2024-01-11 02:00:00+00:00,2024-01-10 22:30:00+00:00,4492.0,7.5,-1544.0,1544.0
2024-01-11 06:30:00+00:00,2024-01-11,WIND,5722,2024-01-11 02:30:00+00:00,,,,,
2024-01-11 07:00:00+00:00,2024-01-11,WIND,5536,2024-01-11 03:00:00+00:00,2024-01-10 22:30:00+00:00,4498.0,8.5,-1038.0,1038.0
2024-01-11 07:30:00+00:00,2024-01-11,WIND,5279,2024-01-11 03:30:00+00:00,,,,,
2024-01-11 08:00:00+00:00,2024-01-11,WIND,5389,2024-01-11 04:00:00+00:00,2024-01-10 22:30:00+00:00,4451.0,9.5,-938.0,938.0
2024-01-11 08:30:00+00:00,2024-01-11,WIND,5459,2024-01-11 04:30:00+00:00,,,,,
2024-01-11 09:00:00+00:00,2024-01-11,WIND,5450,2024-01-11 05:00:00+00:00,2024-01-10 22:30:00+00:00,4371.0,10.5,-1079.0,1079.0
2024-01-11 09:30:00+00:00,2024-01-11,WIND,5583,2024-01-11 05:30:00+00:00,,,,,
2024-01-11 10:00:00+00:00,2024-01-11,WIND,5824,2024-01-11 06:00:00+00:00,2024-01-10 22:30:00+00:00,4389.0,11.5,-1435.0,1435.0
2024-01-11 10:30:00+00:00,2024-01-11,WIND,5858,2024-01-11 06:30:00+00:00,,,,,
2024-01-11 11:00:00+00:00,2024-01-11,WIND,6061,2024-01-11 07:00:00+00:00,2024-01-10 22:30:00+00:00,4691.0,12.5,-1370.0,1370.0
2024-01-11 11:30:00+00:00,2024-01-11,WIND,6251,2024-01-11 07:30:00+00:00,,,,,
2024-01-11 12:00:00+00:00,2024-01-11,WIND,6457,2024-01-11 08:00:00+00:00,2024-01-10 22:30:00+00:00,5118.0,13.5,-1339.0,1339.0
2024-01-11 12:30:00+00:00,2024-01-11,WIND,6829,2024-01-11 08:30:00+00:00,,,,,
2024-01-11 13:00:00+00:00,2024-01-11,WIND,7088,2024-01-11 09:00:00+00:00,2024-01-10 22:30:00+00:00,5605.0,14.5,-1483.0,1483.0
2024-01-11 13:30:00+00:00,2024-01-11,WIND,7224,2024-01-11 09:30:00+00:00,,,,,
2024-01-11 14:00:00+00:00,2024-01-11,WIND,7308,2024-01-11 10:00:00+00:00,2024-01-10 22:30:00+00:00,5995.0,15.5,-1313.0,1313.0
2024-01-11 14:30:00+00:00,2024-01-11,WIND,7559,2024-01-11 10:30:00+00:00,,,,,
2024-01-11 15:00:00+00:00,2024-01-11,WIND,7604,2024-01-11 11:00:00+00:00,2024-01-10 22:30:00+00:00,6171.0,16.5,-1433.0,1433.0
2024-01-11 15:30:00+00:00,2024-01-11,WIND,7787,2024-01-11 11:30:00+00:00,,,,,
2024-01-11 16:00:00+00:00,2024-01-11,WIND,7549,2024-01-11 12:00:00+00:00,2024-01-10 22:30:00+00:00,6388.0,17.5,-1161.0,1161.0
2024-01-11 16:30:00+00:00,2024-01-11,WIND,7418,2024-01-11 12:30:00+00:00,,,,,
2024-01-11 17:00:00+00:00,2024-01-11,WIND,7151,2024-01-11 13:00:00+00:00,2024-01-10 22:30:00+00:00,6598.0,18.5,-553.0,553.0
2024-01-11 17:30:00+00:00,2024-01-11,WIND,7185,2024-01-11 13:30:00+00:00,,,,,
2024-01-11 18:00:00+00:00,2024-01-11,WIND,7094,2024-01-11 14:00:00+00:00,2024-01-10 22:30:00+00:00,6698.0,19.5,-396.0,396.0
2024-01-11 18:30:00+00:00,2024-01-11,WIND,6934,2024-01-11 14:30:00+00:00,,,,,
2024-01-11 19:00:00+00:00,2024-01-11,WIND,6770,2024-01-11 15:00:00+00:00,2024-01-10 22:30:00+00:00,6562.0,20.5,-208.0,208.0
2024-01-11 19:30:00+00:00,2024-01-11,WIND,6551,2024-01-11 15:30:00+00:00,,,,,
2024-01-11 20:00:00+00:00,2024-01-11,WIND,6414,2024-01-11 16:00:00+00:00,2024-01-10 22:30:00+00:00,6376.0,21.5,-38.0,38.0
2024-01-11 20:30:00+00:00,2024-01-11,WIND,6354,2024-01-11 16:30:00+00:00,,,,,
2024-01-11 21:00:00+00:00,2024-01-11,WIND,6324,2024-01-11 17:00:00+00:00,2024-01-11 15:30:00+00:00,6810.0,5.5,486.0,486.0
2024-01-11 21:30:00+00:00,2024-01-11,WIND,6218,2024-01-11 17:30:00+00:00,,,,,
2024-01-11 22:00:00+00:00,2024-01-11,WIND,6167,2024-01-11 18:00:00+00:00,2024-01-11 15:30:00+00:00,6422.0,6.5,255.0,255.0
2024-01-11 22:30:00+00:00,2024-01-11,WIND,6057,2024-01-11 18:30:00+00:00,,,,,
2024-01-11 23:00:00+00:00,2024-01-11,WIND,5853,2024-01-11 19:00:00+00:00,2024-01-11 18:30:00+00:00,6509.0,4.5,656.0,656.0
2024-01-11 23:30:00+00:00,2024-01-11,WIND,5871,2024-01-11 19:30:00+00:00,,,,,
