publishTime,startTime,generation,horizon_hours
2024-01-03 04:30:00+00:00,2024-01-04 15:00:00+00:00,4260,34.5
2024-01-03 07:30:00+00:00,2024-01-04 15:00:00+00:00,3758,31.5
2024-01-03 09:30:00+00:00,2024-01-04 15:00:00+00:00,3756,29.5
2024-01-03 11:30:00+00:00,2024-01-04 15:00:00+00:00,3738,27.5
2024-01-03 15:30:00+00:00,2024-01-04 15:00:00+00:00,3296,23.5
2024-01-03 18:30:00+00:00,2024-01-04 15:00:00+00:00,3124,20.5
2024-01-03 22:30:00+00:00,2024-01-04 15:00:00+00:00,3131,16.5
2024-01-02 18:30:00+00:00,2024-01-04 16:00:00+00:00,4199,45.5
2024-01-02 22:30:00+00:00,2024-01-04 16:00:00+00:00,4169,41.5
2024-01-03 02:30:00+00:00,2024-01-04 16:00:00+00:00,3650,37.5
2024-01-03 04:30:00+00:00,2024-01-04 16:00:00+00:00,3599,35.5
2024-01-03 07:30:00+00:00,2024-01-04 16:00:00+00:00,3459,32.5
2024-01-03 09:30:00+00:00,2024-01-04 16:00:00+00:00,3460,30.5
2024-01-03 11:30:00+00:00,2024-01-04 16:00:00+00:00,3445,28.5
2024-01-03 15:30:00+00:00,2024-01-04 16:00:00+00:00,3150,24.5
2024-01-03 18:30:00+00:00,2024-01-04 16:00:00+00:00,2956,21.5
2024-01-03 22:30:00+00:00,2024-01-04 16:00:00+00:00,2973,17.5
2024-01-02 18:30:00+00:00,2024-01-04 17:00:00+00:00,3859,46.5
2024-01-02 22:30:00+00:00,2024-01-04 17:00:00+00:00,3830,42.5
2024-01-03 02:30:00+00:00,2024-01-04 17:00:00+00:00,3459,38.5
2024-01-03 04:30:00+00:00,2024-01-04 17:00:00+00:00,3406,36.5
2024-01-03 07:30:00+00:00,2024-01-04 17:00:00+00:00,3458,33.5
2024-01-03 09:30:00+00:00,2024-01-04 17:00:00+00:00,3463,31.5
2024-01-03 11:30:00+00:00,2024-01-04 17:00:00+00:00,3494,29.5
2024-01-03 15:30:00+00:00,2024-01-04 17:00:00+00:00,3219,25.5
2024-01-03 18:30:00+00:00,2024-01-04 17:00:00+00:00,2988,22.5
2024-01-03 22:30:00+00:00,2024-01-04 17:00:00+00:00,3003,18.5
2024-01-02 18:30:00+00:00,2024-01-04 18:00:00+00:00,3559,47.5
2024-01-02 22:30:00+00:00,2024-01-04 18:00:00+00:00,3532,43.5
2024-01-03 02:30:00+00:00,2024-01-04 18:00:00+00:00,3295,39.5
2024-01-03 04:30:00+00:00,2024-01-04 18:00:00+00:00,3243,37.5
2024-01-03 07:30:00+00:00,2024-01-04 18:00:00+00:00,3517,34.5
2024-01-03 09:30:00+00:00,2024-01-04 18:00:00+00:00,3525,32.5
2024-01-03 11:30:00+00:00,2024-01-04 18:00:00+00:00,3578,30.5
2024-01-03 15:30:00+00:00,2024-01-04 18:00:00+00:00,3266,26.5
2024-01-03 18:30:00+00:00,2024-01-04 18:00:00+00:00,3164,23.5
2024-01-03 22:30:00+00:00,2024-01-04 18:00:00+00:00,3177,19.5
2024-01-02 22:30:00+00:00,2024-01-04 19:00:00+00:00,3406,44.5
2024-01-03 02:30:00+00:00,2024-01-04 19:00:00+00:00,3257,40.5
2024-01-03 04:30:00+00:00,2024-01-04 19:00:00+00:00,3209,38.5
2024-01-03 07:30:00+00:00,2024-01-04 19:00:00+00:00,3572,35.5
2024-01-03 09:30:00+00:00,2024-01-04 19:00:00+00:00,3583,33.5
2024-01-03 11:30:00+00:00,2024-01-04 19:00:00+00:00,3614,31.5
2024-01-03 15:30:00+00:00,2024-01-04 19:00:00+00:00,3225,27.5
2024-01-03 18:30:00+00:00,2024-01-04 19:00:00+00:00,3274,24.5
2024-01-03 22:30:00+00:00,2024-01-04 19:00:00+00:00,3286,20.5
2024-01-02 22:30:00+00:00,2024-01-04 20:00:00+00:00,3290,45.5
2024-01-03 02:30:00+00:00,2024-01-04 20:00:00+00:00,3228,41.5
2024-01-03 04:30:00+00:00,2024-01-04 20:00:00+00:00,3184,39.5
2024-01-03 07:30:00+00:00,2024-01-04 20:00:00+00:00,3535,36.5
2024-01-03 09:30:00+00:00,2024-01-04 20:00:00+00:00,3547,34.5
2024-01-03 11:30:00+00:00,2024-01-04 20:00:00+00:00,3548,32.5
2024-01-03 15:30:00+00:00,2024-01-04 20:00:00+00:00,3182,28.5
2024-01-03 18:30:00+00:00,2024-01-04 20:00:00+00:00,3378,25.5
2024-01-03 22:30:00+00:00,2024-01-04 20:00:00+00:00,3392,21.5
2024-01-02 22:30:00+00:00,2024-01-04 21:00:00+00:00,3183,46.5
2024-01-03 02:30:00+00:00,2024-01-04 21:00:00+00:00,3208,42.5
2024-01-03 04:30:00+00:00,2024-01-04 21:00:00+00:00,3167,40.5
2024-01-03 07:30:00+00:00,2024-01-04 21:00:00+00:00,3367,37.5
2024-01-03 09:30:00+00:00,2024-01-04 21:00:00+00:00,3386,35.5
2024-01-03 11:30:00+00:00,2024-01-04 21:00:00+00:00,3424,33.5
2024-01-03 15:30:00+00:00,2024-01-04 21:00:00+00:00,3202,29.5
2024-01-03 18:30:00+00:00,2024-01-04 21:00:00+00:00,3645,26.5
2024-01-03 22:30:00+00:00,2024-01-04 21:00:00+00:00,3650,22.5
2024-01-04 02:30:00+00:00,2024-01-04 21:00:00+00:00,4246,18.5
2024-01-04 04:30:00+00:00,2024-01-04 21:00:00+00:00,4249,16.5
2024-01-04 07:30:00+00:00,2024-01-04 21:00:00+00:00,4334,13.5
2024-01-04 09:30:00+00:00,2024-01-04 21:00:00+00:00,4334,11.5
2024-01-04 11:30:00+00:00,2024-01-04 21:00:00+00:00,4344,9.5
2024-01-04 15:30:00+00:00,2024-01-04 21:00:00+00:00,4711,5.5
2024-01-04 18:30:00+00:00,2024-01-04 21:00:00+00:00,4840,2.5
2024-01-03 02:30:00+00:00,2024-01-04 22:00:00+00:00,3244,43.5
2024-01-03 04:30:00+00:00,2024-01-04 22:00:00+00:00,3204,41.5
2024-01-03 07:30:00+00:00,2024-01-04 22:00:00+00:00,2896,38.5
2024-01-03 09:30:00+00:00,2024-01-04 22:00:00+00:00,2917,36.5
2024-01-03 11:30:00+00:00,2024-01-04 22:00:00+00:00,2898,34.5
2024-01-03 15:30:00+00:00,2024-01-04 22:00:00+00:00,3140,30.5
2024-01-03 18:30:00+00:00,2024-01-04 22:00:00+00:00,3894,27.5
2024-01-03 22:30:00+00:00,2024-01-04 22:00:00+00:00,3893,23.5
2024-01-04 02:30:00+00:00,2024-01-04 22:00:00+00:00,4607,19.5
2024-01-04 04:30:00+00:00,2024-01-04 22:00:00+00:00,4602,17.5
2024-01-04 07:30:00+00:00,2024-01-04 22:00:00+00:00,4504,14.5
2024-01-04 09:30:00+00:00,2024-01-04 22:00:00+00:00,4502,12.5
2024-01-04 11:30:00+00:00,2024-01-04 22:00:00+00:00,4521,10.5
2024-01-04 15:30:00+00:00,2024-01-04 22:00:00+00:00,5017,6.5
2024-01-04 18:30:00+00:00,2024-01-04 22:00:00+00:00,5283,3.5
2024-01-03 02:30:00+00:00,2024-01-04 23:00:00+00:00,3294,44.5
2024-01-03 04:30:00+00:00,2024-01-04 23:00:00+00:00,3254,42.5
2024-01-03 07:30:00+00:00,2024-01-04 23:00:00+00:00,2935,39.5
2024-01-03 09:30:00+00:00,2024-01-04 23:00:00+00:00,2959,37.5
2024-01-03 11:30:00+00:00,2024-01-04 23:00:00+00:00,2958,35.5
2024-01-03 15:30:00+00:00,2024-01-04 23:00:00+00:00,3329,31.5
2024-01-03 18:30:00+00:00,2024-01-04 23:00:00+00:00,4161,28.5
2024-01-03 22:30:00+00:00,2024-01-04 23:00:00+00:00,4187,24.5
2024-01-04 02:30:00+00:00,2024-01-04 23:00:00+00:00,5039,20.5
2024-01-04 04:30:00+00:00,2024-01-04 23:00:00+00:00,5046,18.5
2024-01-04 07:30:00+00:00,2024-01-04 23:00:00+00:00,4933,15.5
2024-01-04 09:30:00+00:00,2024-01-04 23:00:00+00:00,4930,13.5
2024-01-04 11:30:00+00:00,2024-01-04 23:00:00+00:00,4966,11.5
2024-01-04 15:30:00+00:00,2024-01-04 23:00:00+00:00,5631,7.5
2024-01-04 18:30:00+00:00,2024-01-04 23:00:00+00:00,6005,4.5
2024-01-04 22:30:00+00:00,2024-01-04 23:00:00+00:00,6232,0.5
2024-01-03 02:30:00+00:00,2024-01-05 00:00:00+00:00,3355,45.5
2024-01-03 04:30:00+00:00,2024-01-05 00:00:00+00:00,3317,43.5
2024-01-03 07:30:00+00:00,2024-01-05 00:00:00+00:00,2985,40.5
2024-01-03 09:30:00+00:00,2024-01-05 00:00:00+00:00,3011,38.5
2024-01-03 11:30:00+00:00,2024-01-05 00:00:00+00:00,3022,36.5
2024-01-03 15:30:00+00:00,2024-01-05 00:00:00+00:00,3496,32.5
2024-01-03 18:30:00+00:00,2024-01-05 00:00:00+00:00,4456,29.5
2024-01-03 22:30:00+00:00,2024-01-05 00:00:00+00:00,4476,25.5
2024-01-04 02:30:00+00:00,2024-01-05 00:00:00+00:00,5629,21.5
2024-01-04 04:30:00+00:00,2024-01-05 00:00:00+00:00,5640,19.5
2024-01-04 07:30:00+00:00,2024-01-05 00:00:00+00:00,5462,16.5
2024-01-04 09:30:00+00:00,2024-01-05 00:00:00+00:00,5458,14.5
2024-01-04 11:30:00+00:00,2024-01-05 00:00:00+00:00,5488,12.5
2024-01-04 15:30:00+00:00,2024-01-05 00:00:00+00:00,6092,8.5
2024-01-04 18:30:00+00:00,2024-01-05 00:00:00+00:00,6714,5.5
2024-01-04 22:30:00+00:00,2024-01-05 00:00:00+00:00,6947,1.5
2024-01-03 02:30:00+00:00,2024-01-05 01:00:00+00:00,3363,46.5
2024-01-03 04:30:00+00:00,2024-01-05 01:00:00+00:00,3322,44.5
2024-01-03 07:30:00+00:00,2024-01-05 01:00:00+00:00,3028,41.5
2024-01-03 09:30:00+00:00,2024-01-05 01:00:00+00:00,3045,39.5
2024-01-03 11:30:00+00:00,2024-01-05 01:00:00+00:00,3010,37.5
2024-01-03 15:30:00+00:00,2024-01-05 01:00:00+00:00,3524,33.5
2024-01-03 18:30:00+00:00,2024-01-05 01:00:00+00:00,4665,30.5
2024-01-03 22:30:00+00:00,2024-01-05 01:00:00+00:00,4688,26.5
2024-01-04 02:30:00+00:00,2024-01-05 01:00:00+00:00,5969,22.5
2024-01-04 04:30:00+00:00,2024-01-05 01:00:00+00:00,5975,20.5
2024-01-04 07:30:00+00:00,2024-01-05 01:00:00+00:00,6058,17.5
2024-01-04 09:30:00+00:00,2024-01-05 01:00:00+00:00,6057,15.5
2024-01-04 11:30:00+00:00,2024-01-05 01:00:00+00:00,6073,13.5
2024-01-04 15:30:00+00:00,2024-01-05 01:00:00+00:00,6774,9.5
2024-01-04 18:30:00+00:00,2024-01-05 01:00:00+00:00,7287,6.5
2024-01-04 22:30:00+00:00,2024-01-05 01:00:00+00:00,7543,2.5
2024-01-03 02:30:00+00:00,2024-01-05 02:00:00+00:00,3373,47.5
2024-01-03 04:30:00+00:00,2024-01-05 02:00:00+00:00,3329,45.5
2024-01-03 07:30:00+00:00,2024-01-05 02:00:00+00:00,3082,42.5
2024-01-03 09:30:00+00:00,2024-01-05 02:00:00+00:00,3091,40.5
2024-01-03 11:30:00+00:00,2024-01-05 02:00:00+00:00,3067,38.5
2024-01-03 15:30:00+00:00,2024-01-05 02:00:00+00:00,3811,34.5
2024-01-03 18:30:00+00:00,2024-01-05 02:00:00+00:00,5083,31.5
2024-01-03 22:30:00+00:00,2024-01-05 02:00:00+00:00,5116,27.5
2024-01-04 02:30:00+00:00,2024-01-05 02:00:00+00:00,6228,23.5
2024-01-04 04:30:00+00:00,2024-01-05 02:00:00+00:00,6234,21.5
2024-01-04 07:30:00+00:00,2024-01-05 02:00:00+00:00,6309,18.5
2024-01-04 09:30:00+00:00,2024-01-05 02:00:00+00:00,6312,16.5
2024-01-04 11:30:00+00:00,2024-01-05 02:00:00+00:00,6312,14.5
2024-01-04 15:30:00+00:00,2024-01-05 02:00:00+00:00,7003,10.5
2024-01-04 18:30:00+00:00,2024-01-05 02:00:00+00:00,7442,7.5
2024-01-04 22:30:00+00:00,2024-01-05 02:00:00+00:00,7703,3.5
2024-01-03 04:30:00+00:00,2024-01-05 03:00:00+00:00,3338,46.5
2024-01-03 07:30:00+00:00,2024-01-05 03:00:00+00:00,3149,43.5
2024-01-03 09:30:00+00:00,2024-01-05 03:00:00+00:00,3150,41.5
2024-01-03 11:30:00+00:00,2024-01-05 03:00:00+00:00,3141,39.5
2024-01-03 15:30:00+00:00,2024-01-05 03:00:00+00:00,3799,35.5
2024-01-03 18:30:00+00:00,2024-01-05 03:00:00+00:00,5198,32.5
2024-01-03 22:30:00+00:00,2024-01-05 03:00:00+00:00,5226,28.5
2024-01-04 02:30:00+00:00,2024-01-05 03:00:00+00:00,6565,24.5
2024-01-04 04:30:00+00:00,2024-01-05 03:00:00+00:00,6574,22.5
2024-01-04 07:30:00+00:00,2024-01-05 03:00:00+00:00,6665,19.5
2024-01-04 09:30:00+00:00,2024-01-05 03:00:00+00:00,6673,17.5
2024-01-04 11:30:00+00:00,2024-01-05 03:00:00+00:00,6671,15.5
2024-01-04 15:30:00+00:00,2024-01-05 03:00:00+00:00,7279,11.5
2024-01-04 18:30:00+00:00,2024-01-05 03:00:00+00:00,7643,8.5
2024-01-04 22:30:00+00:00,2024-01-05 03:00:00+00:00,7889,4.5
2024-01-03 04:30:00+00:00,2024-01-05 04:00:00+00:00,3402,47.5
2024-01-03 07:30:00+00:00,2024-01-05 04:00:00+00:00,3201,44.5
2024-01-03 09:30:00+00:00,2024-01-05 04:00:00+00:00,3203,42.5
2024-01-03 11:30:00+00:00,2024-01-05 04:00:00+00:00,3209,40.5
2024-01-03 15:30:00+00:00,2024-01-05 04:00:00+00:00,3900,36.5
2024-01-03 18:30:00+00:00,2024-01-05 04:00:00+00:00,5394,33.5
2024-01-03 22:30:00+00:00,2024-01-05 04:00:00+00:00,5429,29.5
2024-01-04 02:30:00+00:00,2024-01-05 04:00:00+00:00,6620,25.5
2024-01-04 04:30:00+00:00,2024-01-05 04:00:00+00:00,6624,23.5
2024-01-04 07:30:00+00:00,2024-01-05 04:00:00+00:00,6702,20.5
2024-01-04 09:30:00+00:00,2024-01-05 04:00:00+00:00,6709,18.5
2024-01-04 11:30:00+00:00,2024-01-05 04:00:00+00:00,6715,16.5
2024-01-04 15:30:00+00:00,2024-01-05 04:00:00+00:00,7263,12.5
2024-01-04 18:30:00+00:00,2024-01-05 04:00:00+00:00,7665,9.5
2024-01-04 22:30:00+00:00,2024-01-05 04:00:00+00:00,7904,5.5
2024-01-03 07:30:00+00:00,2024-01-05 05:00:00+00:00,3271,45.5
2024-01-03 09:30:00+00:00,2024-01-05 05:00:00+00:00,3275,43.5
2024-01-03 11:30:00+00:00,2024-01-05 05:00:00+00:00,3294,41.5
2024-01-03 15:30:00+00:00,2024-01-05 05:00:00+00:00,4098,37.5
2024-01-03 18:30:00+00:00,2024-01-05 05:00:00+00:00,5400,34.5
2024-01-03 22:30:00+00:00,2024-01-05 05:00:00+00:00,5441,30.5
2024-01-04 02:30:00+00:00,2024-01-05 05:00:00+00:00,6582,26.5
2024-01-04 04:30:00+00:00,2024-01-05 05:00:00+00:00,6589,24.5
2024-01-04 07:30:00+00:00,2024-01-05 05:00:00+00:00,6745,21.5
2024-01-04 09:30:00+00:00,2024-01-05 05:00:00+00:00,6750,19.5
2024-01-04 11:30:00+00:00,2024-01-05 05:00:00+00:00,6767,17.5
2024-01-04 15:30:00+00:00,2024-01-05 05:00:00+00:00,7199,13.5
2024-01-04 18:30:00+00:00,2024-01-05 05:00:00+00:00,7557,10.5
2024-01-04 22:30:00+00:00,2024-01-05 05:00:00+00:00,7782,6.5
2024-01-03 07:30:00+00:00,2024-01-05 06:00:00+00:00,3361,46.5
2024-01-03 09:30:00+00:00,2024-01-05 06:00:00+00:00,3365,44.5
2024-01-03 11:30:00+00:00,2024-01-05 06:00:00+00:00,3399,42.5
2024-01-03 15:30:00+00:00,2024-01-05 06:00:00+00:00,4324,38.5
2024-01-03 18:30:00+00:00,2024-01-05 06:00:00+00:00,5573,35.5
2024-01-03 22:30:00+00:00,2024-01-05 06:00:00+00:00,5604,31.5
2024-01-04 02:30:00+00:00,2024-01-05 06:00:00+00:00,6703,27.5
2024-01-04 04:30:00+00:00,2024-01-05 06:00:00+00:00,6715,25.5
2024-01-04 07:30:00+00:00,2024-01-05 06:00:00+00:00,6848,22.5
2024-01-04 09:30:00+00:00,2024-01-05 06:00:00+00:00,6851,20.5
2024-01-04 11:30:00+00:00,2024-01-05 06:00:00+00:00,6867,18.5
2024-01-04 15:30:00+00:00,2024-01-05 06:00:00+00:00,7320,14.5
2024-01-04 18:30:00+00:00,2024-01-05 06:00:00+00:00,7883,11.5
2024-01-04 22:30:00+00:00,2024-01-05 06:00:00+00:00,8101,7.5
2024-01-03 07:30:00+00:00,2024-01-05 07:00:00+00:00,3480,47.5
2024-01-03 09:30:00+00:00,2024-01-05 07:00:00+00:00,3482,45.5
2024-01-03 11:30:00+00:00,2024-01-05 07:00:00+00:00,3530,43.5
2024-01-03 15:30:00+00:00,2024-01-05 07:00:00+00:00,4497,39.5
2024-01-03 18:30:00+00:00,2024-01-05 07:00:00+00:00,5608,36.5
2024-01-03 22:30:00+00:00,2024-01-05 07:00:00+00:00,5640,32.5
2024-01-04 02:30:00+00:00,2024-01-05 07:00:00+00:00,6738,28.5
2024-01-04 04:30:00+00:00,2024-01-05 07:00:00+00:00,6744,26.5
2024-01-04 07:30:00+00:00,2024-01-05 07:00:00+00:00,6966,23.5
2024-01-04 09:30:00+00:00,2024-01-05 07:00:00+00:00,6969,21.5
2024-01-04 11:30:00+00:00,2024-01-05 07:00:00+00:00,6993,19.5
2024-01-04 15:30:00+00:00,2024-01-05 07:00:00+00:00,7436,15.5
2024-01-04 18:30:00+00:00,2024-01-05 07:00:00+00:00,8008,12.5
2024-01-04 22:30:00+00:00,2024-01-05 07:00:00+00:00,8211,8.5
2024-01-03 09:30:00+00:00,2024-01-05 08:00:00+00:00,3612,46.5
2024-01-03 11:30:00+00:00,2024-01-05 08:00:00+00:00,3675,44.5
2024-01-03 15:30:00+00:00,2024-01-05 08:00:00+00:00,4680,40.5
2024-01-03 18:30:00+00:00,2024-01-05 08:00:00+00:00,5644,37.5
2024-01-03 22:30:00+00:00,2024-01-05 08:00:00+00:00,5671,33.5
2024-01-04 02:30:00+00:00,2024-01-05 08:00:00+00:00,6733,29.5
2024-01-04 04:30:00+00:00,2024-01-05 08:00:00+00:00,6741,27.5
2024-01-04 07:30:00+00:00,2024-01-05 08:00:00+00:00,6851,24.5
2024-01-04 09:30:00+00:00,2024-01-05 08:00:00+00:00,6854,22.5
2024-01-04 11:30:00+00:00,2024-01-05 08:00:00+00:00,6891,20.5
2024-01-04 15:30:00+00:00,2024-01-05 08:00:00+00:00,7397,16.5
2024-01-04 18:30:00+00:00,2024-01-05 08:00:00+00:00,8056,13.5
2024-01-04 22:30:00+00:00,2024-01-05 08:00:00+00:00,8260,9.5
2024-01-03 09:30:00+00:00,2024-01-05 09:00:00+00:00,3757,47.5
2024-01-03 11:30:00+00:00,2024-01-05 09:00:00+00:00,3833,45.5
2024-01-03 15:30:00+00:00,2024-01-05 09:00:00+00:00,4871,41.5
2024-01-03 18:30:00+00:00,2024-01-05 09:00:00+00:00,5792,38.5
2024-01-03 22:30:00+00:00,2024-01-05 09:00:00+00:00,5812,34.5
2024-01-04 02:30:00+00:00,2024-01-05 09:00:00+00:00,6750,30.5
2024-01-04 04:30:00+00:00,2024-01-05 09:00:00+00:00,6756,28.5
2024-01-04 07:30:00+00:00,2024-01-05 09:00:00+00:00,6930,25.5
2024-01-04 09:30:00+00:00,2024-01-05 09:00:00+00:00,6931,23.5
2024-01-04 11:30:00+00:00,2024-01-05 09:00:00+00:00,6953,21.5
2024-01-04 15:30:00+00:00,2024-01-05 09:00:00+00:00,7518,17.5
2024-01-04 18:30:00+00:00,2024-01-05 09:00:00+00:00,8171,14.5
2024-01-04 22:30:00+00:00,2024-01-05 09:00:00+00:00,8396,10.5
2024-01-03 11:30:00+00:00,2024-01-05 10:00:00+00:00,3873,46.5
2024-01-03 15:30:00+00:00,2024-01-05 10:00:00+00:00,4894,42.5
2024-01-03 18:30:00+00:00,2024-01-05 10:00:00+00:00,5762,39.5
2024-01-03 22:30:00+00:00,2024-01-05 10:00:00+00:00,5779,35.5
2024-01-04 02:30:00+00:00,2024-01-05 10:00:00+00:00,6622,31.5
2024-01-04 04:30:00+00:00,2024-01-05 10:00:00+00:00,6629,29.5
2024-01-04 07:30:00+00:00,2024-01-05 10:00:00+00:00,6789,26.5
2024-01-04 09:30:00+00:00,2024-01-05 10:00:00+00:00,6790,24.5
2024-01-04 11:30:00+00:00,2024-01-05 10:00:00+00:00,6818,22.5
2024-01-04 15:30:00+00:00,2024-01-05 10:00:00+00:00,7494,18.5
2024-01-04 18:30:00+00:00,2024-01-05 10:00:00+00:00,8206,15.5
2024-01-04 22:30:00+00:00,2024-01-05 10:00:00+00:00,8436,11.5
2024-01-03 11:30:00+00:00,2024-01-05 11:00:00+00:00,3917,47.5
2024-01-03 15:30:00+00:00,2024-01-05 11:00:00+00:00,4924,43.5
2024-01-03 18:30:00+00:00,2024-01-05 11:00:00+00:00,5778,40.5
2024-01-03 22:30:00+00:00,2024-01-05 11:00:00+00:00,5790,36.5
2024-01-04 02:30:00+00:00,2024-01-05 11:00:00+00:00,6510,32.5
2024-01-04 04:30:00+00:00,2024-01-05 11:00:00+00:00,6513,30.5
2024-01-04 07:30:00+00:00,2024-01-05 11:00:00+00:00,6810,27.5
2024-01-04 09:30:00+00:00,2024-01-05 11:00:00+00:00,6809,25.5
2024-01-04 11:30:00+00:00,2024-01-05 11:00:00+00:00,6823,23.5
2024-01-04 15:30:00+00:00,2024-01-05 11:00:00+00:00,7468,19.5
2024-01-04 18:30:00+00:00,2024-01-05 11:00:00+00:00,8138,16.5
2024-01-04 22:30:00+00:00,2024-01-05 11:00:00+00:00,8360,12.5
2024-01-03 15:30:00+00:00,2024-01-05 12:00:00+00:00,4962,44.5
2024-01-03 18:30:00+00:00,2024-01-05 12:00:00+00:00,5797,41.5
2024-01-03 22:30:00+00:00,2024-01-05 12:00:00+00:00,5805,37.5
2024-01-04 02:30:00+00:00,2024-01-05 12:00:00+00:00,6345,33.5
2024-01-04 04:30:00+00:00,2024-01-05 12:00:00+00:00,6343,31.5
2024-01-04 07:30:00+00:00,2024-01-05 12:00:00+00:00,6640,28.5
2024-01-04 09:30:00+00:00,2024-01-05 12:00:00+00:00,6639,26.5
2024-01-04 11:30:00+00:00,2024-01-05 12:00:00+00:00,6654,24.5
2024-01-04 15:30:00+00:00,2024-01-05 12:00:00+00:00,7383,20.5
2024-01-04 18:30:00+00:00,2024-01-05 12:00:00+00:00,8043,17.5
2024-01-04 22:30:00+00:00,2024-01-05 12:00:00+00:00,8255,13.5
2024-01-03 15:30:00+00:00,2024-01-05 13:00:00+00:00,5048,45.5
2024-01-03 18:30:00+00:00,2024-01-05 13:00:00+00:00,5819,42.5
2024-01-03 22:30:00+00:00,2024-01-05 13:00:00+00:00,5823,38.5
2024-01-04 02:30:00+00:00,2024-01-05 13:00:00+00:00,6301,34.5
2024-01-04 04:30:00+00:00,2024-01-05 13:00:00+00:00,6304,32.5
2024-01-04 07:30:00+00:00,2024-01-05 13:00:00+00:00,6552,29.5
2024-01-04 09:30:00+00:00,2024-01-05 13:00:00+00:00,6549,27.5
2024-01-04 11:30:00+00:00,2024-01-05 13:00:00+00:00,6563,25.5
2024-01-04 15:30:00+00:00,2024-01-05 13:00:00+00:00,7326,21.5
2024-01-04 18:30:00+00:00,2024-01-05 13:00:00+00:00,8003,18.5
2024-01-04 22:30:00+00:00,2024-01-05 13:00:00+00:00,8198,14.5
2024-01-03 15:30:00+00:00,2024-01-05 14:00:00+00:00,5143,46.5
2024-01-03 18:30:00+00:00,2024-01-05 14:00:00+00:00,5850,43.5
2024-01-03 22:30:00+00:00,2024-01-05 14:00:00+00:00,5849,39.5
2024-01-04 02:30:00+00:00,2024-01-05 14:00:00+00:00,6239,35.5
2024-01-04 04:30:00+00:00,2024-01-05 14:00:00+00:00,6237,33.5
2024-01-04 07:30:00+00:00,2024-01-05 14:00:00+00:00,6356,30.5
2024-01-04 09:30:00+00:00,2024-01-05 14:00:00+00:00,6353,28.5
2024-01-04 11:30:00+00:00,2024-01-05 14:00:00+00:00,6366,26.5
2024-01-04 15:30:00+00:00,2024-01-05 14:00:00+00:00,7268,22.5
2024-01-04 18:30:00+00:00,2024-01-05 14:00:00+00:00,8053,19.5
2024-01-04 22:30:00+00:00,2024-01-05 14:00:00+00:00,8250,15.5
2024-01-03 15:30:00+00:00,2024-01-05 15:00:00+00:00,5247,47.5
2024-01-03 18:30:00+00:00,2024-01-05 15:00:00+00:00,5891,44.5
2024-01-03 22:30:00+00:00,2024-01-05 15:00:00+00:00,5886,40.5
2024-01-04 02:30:00+00:00,2024-01-05 15:00:00+00:00,6319,36.5
2024-01-04 04:30:00+00:00,2024-01-05 15:00:00+00:00,6311,34.5
2024-01-04 07:30:00+00:00,2024-01-05 15:00:00+00:00,6344,31.5
2024-01-04 09:30:00+00:00,2024-01-05 15:00:00+00:00,6342,29.5
2024-01-04 11:30:00+00:00,2024-01-05 15:00:00+00:00,6361,27.5
2024-01-04 15:30:00+00:00,2024-01-05 15:00:00+00:00,7124,23.5
2024-01-04 18:30:00+00:00,2024-01-05 15:00:00+00:00,7935,20.5
2024-01-04 22:30:00+00:00,2024-01-05 15:00:00+00:00,8108,16.5
2024-01-03 18:30:00+00:00,2024-01-05 16:00:00+00:00,6003,45.5
2024-01-03 22:30:00+00:00,2024-01-05 16:00:00+00:00,5996,41.5
2024-01-04 02:30:00+00:00,2024-01-05 16:00:00+00:00,6573,37.5
2024-01-04 04:30:00+00:00,2024-01-05 16:00:00+00:00,6556,35.5
2024-01-04 07:30:00+00:00,2024-01-05 16:00:00+00:00,6521,32.5
2024-01-04 09:30:00+00:00,2024-01-05 16:00:00+00:00,6521,30.5
2024-01-04 11:30:00+00:00,2024-01-05 16:00:00+00:00,6520,28.5
2024-01-04 15:30:00+00:00,2024-01-05 16:00:00+00:00,7070,24.5
2024-01-04 18:30:00+00:00,2024-01-05 16:00:00+00:00,7649,21.5
2024-01-04 22:30:00+00:00,2024-01-05 16:00:00+00:00,7820,17.5
2024-01-03 18:30:00+00:00,2024-01-05 17:00:00+00:00,6120,46.5
2024-01-03 22:30:00+00:00,2024-01-05 17:00:00+00:00,6112,42.5
2024-01-04 02:30:00+00:00,2024-01-05 17:00:00+00:00,6777,38.5
2024-01-04 04:30:00+00:00,2024-01-05 17:00:00+00:00,6753,36.5
2024-01-04 07:30:00+00:00,2024-01-05 17:00:00+00:00,6644,33.5
2024-01-04 09:30:00+00:00,2024-01-05 17:00:00+00:00,6644,31.5
2024-01-04 11:30:00+00:00,2024-01-05 17:00:00+00:00,6644,29.5
2024-01-04 15:30:00+00:00,2024-01-05 17:00:00+00:00,7284,25.5
2024-01-04 18:30:00+00:00,2024-01-05 17:00:00+00:00,7772,22.5
2024-01-04 22:30:00+00:00,2024-01-05 17:00:00+00:00,7960,18.5
2024-01-03 18:30:00+00:00,2024-01-05 18:00:00+00:00,6244,47.5
2024-01-03 22:30:00+00:00,2024-01-05 18:00:00+00:00,6234,43.5
2024-01-04 02:30:00+00:00,2024-01-05 18:00:00+00:00,6988,39.5
2024-01-04 04:30:00+00:00,2024-01-05 18:00:00+00:00,6956,37.5
2024-01-04 07:30:00+00:00,2024-01-05 18:00:00+00:00,6694,34.5
